B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,NDVI,NDWI,NDMI,class
0.214300,0.329600,0.519000,0.551800,0.733300,0.872900,0.933200,1.122600,0.937800,0.965300,0.340898,-0.367690,0.089691,0.000000
0.216300,0.351900,0.560300,0.565600,0.813300,1.018400,1.070800,1.232700,1.115400,1.039400,0.370961,-0.375014,0.049955,0.000000
0.201800,0.319800,0.504600,0.496800,0.736000,0.867000,0.922100,1.050500,0.950300,0.861800,0.357849,-0.351039,0.050080,0.000000
0.198600,0.331000,0.489500,0.490900,0.686800,0.791000,0.854600,0.950900,0.872900,0.806700,0.319046,-0.320328,0.042768,0.000000
0.194600,0.412200,0.612100,0.620000,0.774600,0.932600,0.974500,1.251700,1.000100,0.821800,0.337501,-0.343170,0.111733,0.000000
0.208400,0.376200,0.570200,0.559700,0.882100,1.154700,1.212400,1.262900,1.297600,1.058400,0.385822,-0.377884,-0.013552,0.000000
0.208400,0.376200,0.570200,0.559700,0.882100,1.154700,1.212400,1.262900,1.297600,1.058400,0.385822,-0.377884,-0.013552,0.000000
0.203200,0.326400,0.549800,0.519700,0.875500,1.118700,1.200600,1.215700,1.257600,0.997400,0.401060,-0.377174,-0.016941,0.000000
0.214300,0.281800,0.455500,0.413500,0.703200,0.972500,1.015800,1.097700,0.996800,1.090500,0.452753,-0.413469,0.048174,0.000000
0.214300,0.281800,0.455500,0.413500,0.703200,0.972500,1.015800,1.097700,0.996800,1.090500,0.452753,-0.413469,0.048174,0.000000
0.252300,0.180900,0.286400,0.220900,0.536700,0.793600,0.893900,0.751000,0.838800,1.149500,0.545427,-0.447850,-0.055227,0.000000
0.252300,0.180900,0.286400,0.220900,0.536700,0.793600,0.893900,0.751000,0.838800,1.149500,0.545427,-0.447850,-0.055227,0.000000
0.287700,0.165100,0.282500,0.226100,0.462700,0.875500,1.023000,1.064300,1.078100,1.217600,0.649566,-0.580487,-0.006441,0.000000
0.287700,0.165100,0.282500,0.226100,0.462700,0.875500,1.023000,1.064300,1.078100,1.217600,0.649566,-0.580487,-0.006441,0.000000
0.253000,0.211700,0.362400,0.313300,0.604200,0.819200,0.918100,0.832300,0.948900,1.089200,0.453038,-0.393321,-0.065461,0.000000
0.205100,0.264800,0.445000,0.416100,0.734600,0.912200,0.934500,0.914200,0.912200,0.860500,0.374427,-0.345203,0.001095,0.000000
0.210400,0.313300,0.476400,0.469200,0.843400,1.017800,1.051800,1.012500,1.073500,0.907000,0.366673,-0.360064,-0.029243,0.000000
0.229400,0.469900,0.648100,0.690700,1.006000,1.218300,1.315900,1.415600,1.403100,0.965300,0.344158,-0.371905,0.004435,0.000000
0.228100,0.342100,0.568200,0.561600,0.834300,1.114100,1.209100,1.348700,1.292400,1.070200,0.412030,-0.407168,0.021317,0.000000
0.228100,0.342100,0.568200,0.561600,0.834300,1.114100,1.209100,1.348700,1.292400,1.070200,0.412030,-0.407168,0.021317,0.000000
0.258900,0.315900,0.494100,0.439700,0.659900,1.041400,1.144200,1.304800,1.242500,1.154700,0.495901,-0.450664,0.024457,0.000000
0.228100,0.376800,0.608200,0.611400,0.921400,1.199900,1.256300,1.378900,1.329700,1.001400,0.385620,-0.387852,0.018164,0.000000
0.228100,0.437100,0.725500,0.717000,0.954800,1.201300,1.274700,1.504700,1.338900,0.998800,0.354548,-0.349386,0.058306,0.000000
0.209700,0.312600,0.519700,0.470500,0.838200,1.047900,1.143600,1.293700,1.259600,0.938500,0.466614,-0.426823,0.013355,0.000000
0.209700,0.312600,0.519700,0.470500,0.838200,1.047900,1.143600,1.293700,1.259600,0.938500,0.466614,-0.426823,0.013355,0.000000
0.226800,0.380100,0.645500,0.640900,0.928600,1.163900,1.253700,1.388700,1.369700,1.078100,0.368447,-0.365352,0.006888,0.000000
0.228100,0.370300,0.599600,0.606900,0.974500,1.180900,1.294300,1.395200,1.418200,1.076700,0.393737,-0.398837,-0.008175,0.000000
0.237200,0.278500,0.441700,0.401700,0.736000,1.004700,1.096400,1.172400,1.184200,1.236000,0.489613,-0.452698,-0.005007,0.000000
0.239900,0.464000,0.737900,0.753700,1.127900,1.422100,1.540100,1.660000,1.665200,1.104300,0.375482,-0.384545,-0.001564,0.000000
0.230700,0.460700,0.696600,0.690700,1.038700,1.245800,1.384800,1.626600,1.456200,1.045900,0.403875,-0.400310,0.055274,0.000000
0.245100,0.315200,0.556400,0.530200,0.915500,1.230700,1.299600,1.329000,1.354000,1.300200,0.429647,-0.409780,-0.009318,0.000000
0.245100,0.315200,0.556400,0.530200,0.915500,1.230700,1.299600,1.329000,1.354000,1.300200,0.429647,-0.409780,-0.009318,0.000000
0.209100,0.281100,0.506600,0.445000,0.884700,1.156000,1.275300,1.306800,1.319900,1.073500,0.491951,-0.441271,-0.004987,0.000000
0.251700,0.306700,0.529500,0.485000,0.866400,1.186200,1.274000,1.382800,1.312700,1.294300,0.480672,-0.446217,0.026006,0.000000
0.251700,0.306700,0.529500,0.485000,0.866400,1.186200,1.274000,1.382800,1.312700,1.294300,0.480672,-0.446217,0.026006,0.000000
0.251700,0.306700,0.529500,0.485000,0.866400,1.186200,1.274000,1.382800,1.312700,1.294300,0.480672,-0.446217,0.026006,0.000000
0.173000,0.139600,0.235300,0.184800,0.519000,0.661900,0.721500,0.540000,0.684200,0.804100,0.490066,-0.393009,-0.117791,0.000000
0.233300,0.348000,0.550500,0.547200,0.975800,1.209100,1.286500,1.327700,1.382100,0.937200,0.416289,-0.413800,-0.020075,0.000000
0.232600,0.384000,0.612100,0.604200,0.966600,1.190100,1.265500,1.405100,1.331700,0.928600,0.398597,-0.393119,0.026820,0.000000
0.232600,0.384000,0.612100,0.604200,0.966600,1.190100,1.265500,1.405100,1.331700,0.928600,0.398597,-0.393119,0.026820,0.000000
0.185500,0.150700,0.289000,0.262100,0.624500,0.773300,0.842100,0.700600,0.862400,0.834300,0.455490,-0.415926,-0.103519,0.000000
0.184200,0.141600,0.249000,0.206400,0.504600,0.646200,0.699300,0.553800,0.673700,0.817200,0.456985,-0.379671,-0.097678,0.000000
0.293600,0.266700,0.419400,0.380800,0.570200,0.831600,0.957500,1.017800,0.994800,1.095100,0.455455,-0.416365,0.011428,0.000000
0.342700,0.256900,0.391900,0.363100,0.578000,0.876900,1.025600,1.072200,1.055100,1.177700,0.494043,-0.464654,0.008038,0.000000
0.274600,0.275900,0.425300,0.377500,0.570800,0.898500,1.025000,1.161300,1.078700,1.125900,0.509358,-0.463885,0.036875,0.000000
0.205100,0.264800,0.445000,0.416100,0.734600,0.912200,0.934500,0.914200,0.912200,0.860500,0.374427,-0.345203,0.001095,0.000000
0.201800,0.251700,0.428600,0.397800,0.728700,0.907700,0.942400,0.857200,0.939100,0.883400,0.366056,-0.333333,-0.045594,0.000000
0.289700,0.313900,0.441700,0.426600,0.549800,0.792300,0.962100,0.884100,0.993500,1.046600,0.349050,-0.333685,-0.058266,0.000000
0.382100,0.456800,0.598300,0.574700,0.745800,1.014500,1.058400,0.952200,1.057100,1.293000,0.247233,-0.228249,-0.052207,0.000000
0.625200,1.104300,1.378900,1.570200,1.681000,1.825100,1.896600,2.059100,1.928700,1.863200,0.134709,-0.197848,0.032700,0.000000
0.625200,1.104300,1.378900,1.570200,1.681000,1.825100,1.896600,2.059100,1.928700,1.863200,0.134709,-0.197848,0.032700,0.000000
0.600300,0.411600,0.593100,0.587200,1.057700,1.438500,1.514500,1.379500,1.498800,1.770800,0.402858,-0.398662,-0.041448,0.000000
0.381400,0.237200,0.329600,0.325700,0.601600,1.094400,1.237300,1.431900,1.303500,1.426700,0.629381,-0.625774,0.046940,0.000000
0.260800,0.332900,0.576700,0.529500,0.877500,1.183600,1.258900,1.330400,1.276000,1.348700,0.430615,-0.395207,0.020872,0.000000
0.281100,0.317800,0.479700,0.445600,0.720200,1.014500,1.122600,1.172400,1.136400,1.380200,0.449197,-0.419285,0.015593,0.000000
0.239200,0.355900,0.585900,0.585200,0.922100,1.175000,1.276000,1.379500,1.418800,1.190100,0.404286,-0.403786,-0.014044,0.000000
0.241200,0.405000,0.648100,0.667800,0.973900,1.196000,1.310700,1.551200,1.489000,1.161900,0.398107,-0.410631,0.020459,0.000000
0.276600,0.226800,0.400400,0.351300,0.622600,0.915500,1.043300,0.992900,1.027600,1.333600,0.477310,-0.425249,-0.017174,0.000000
0.303400,0.255600,0.393200,0.341400,0.584600,1.012500,1.160000,1.246500,1.244500,1.310000,0.569998,-0.520400,8.028904E-4,0.000000
0.349300,0.264100,0.391200,0.353900,0.566200,0.969900,1.149500,1.278600,1.231400,1.384800,0.566432,-0.531441,0.018805,0.000000
0.389300,0.232000,0.409600,0.334200,0.707800,1.064900,1.194000,1.074800,1.207800,1.519100,0.525621,-0.448127,-0.058267,0.000000
0.309300,0.268000,0.402400,0.370900,0.621300,0.996800,1.112800,1.166500,1.165200,1.313300,0.517497,-0.487029,5.575331E-4,0.000000
0.247700,0.264100,0.407600,0.395200,0.604200,0.836200,0.931300,0.951600,0.972500,1.015100,0.413127,-0.400235,-0.010862,0.000000
0.247700,0.264100,0.407600,0.395200,0.604200,0.836200,0.931300,0.951600,0.972500,1.015100,0.413127,-0.400235,-0.010862,0.000000
0.211000,0.362400,0.560300,0.536700,0.884100,1.129800,1.154100,1.247800,1.241900,1.051800,0.398487,-0.380233,0.002370,0.000000
0.205100,0.350000,0.570800,0.550500,0.772700,0.926700,0.954200,1.202600,0.990900,0.919500,0.371970,-0.356265,0.096512,0.000000
0.205800,0.355900,0.549800,0.541300,0.881400,1.097100,1.143600,1.267400,1.217600,0.990200,0.401449,-0.394893,0.020040,0.000000
0.214300,0.329600,0.519000,0.551800,0.733300,0.872900,0.933200,1.122600,0.937800,0.965300,0.340898,-0.367690,0.089691,0.000000
0.197900,0.399800,0.578700,0.594400,0.821800,0.992200,1.079400,1.296300,1.116100,0.874200,0.371238,-0.382720,0.074697,0.000000
0.197900,0.399800,0.578700,0.594400,0.821800,0.992200,1.079400,1.296300,1.116100,0.874200,0.371238,-0.382720,0.074697,0.000000
0.194600,0.412200,0.612100,0.620000,0.774600,0.932600,0.974500,1.251700,1.000100,0.821800,0.337501,-0.343170,0.111733,0.000000
0.217600,0.298800,0.464600,0.411600,0.710400,1.085300,1.167200,1.171100,1.239300,1.175700,0.479876,-0.431925,-0.028294,0.000000
0.225400,0.236600,0.358500,0.326400,0.630400,0.875500,0.949600,0.912200,0.891900,1.115400,0.472953,-0.435744,0.011252,0.000000
0.245800,0.219500,0.355200,0.293600,0.582600,0.804100,0.886700,0.806100,0.867000,1.101000,0.466036,-0.388272,-0.036400,0.000000
0.245800,0.219500,0.355200,0.293600,0.582600,0.804100,0.886700,0.806100,0.867000,1.101000,0.466036,-0.388272,-0.036400,0.000000
0.245800,0.219500,0.355200,0.293600,0.582600,0.804100,0.886700,0.806100,0.867000,1.101000,0.466036,-0.388272,-0.036400,0.000000
0.280500,0.195900,0.314600,0.268700,0.505300,0.897800,0.985000,1.056400,1.040700,1.184200,0.594446,-0.541065,0.007487,0.000000
0.222800,0.376800,0.591800,0.583300,0.869000,1.041400,1.101000,1.225500,1.191400,0.990200,0.355042,-0.348704,0.014109,0.000000
0.210400,0.319200,0.495400,0.468600,0.779200,0.933900,0.981700,1.044000,0.977100,0.842800,0.380405,-0.356373,0.033101,0.000000
0.210400,0.319200,0.495400,0.468600,0.779200,0.933900,0.981700,1.044000,0.977100,0.842800,0.380405,-0.356373,0.033101,0.000000
0.215000,0.365000,0.547200,0.547200,0.894600,1.053100,1.110800,1.182300,1.142300,0.891900,0.367216,-0.367216,0.017207,0.000000
0.228100,0.392600,0.633100,0.622600,1.017100,1.181600,1.277300,1.340200,1.344800,0.917500,0.365600,-0.358334,-0.001713,0.000000
0.228100,0.392600,0.633100,0.622600,1.017100,1.181600,1.277300,1.340200,1.344800,0.917500,0.365600,-0.358334,-0.001713,0.000000
0.229400,0.469900,0.648100,0.690700,1.006000,1.218300,1.315900,1.415600,1.403100,0.965300,0.344158,-0.371905,0.004435,0.000000
0.230000,0.334900,0.507900,0.517700,0.787700,1.118000,1.229400,1.328400,1.357900,1.067600,0.439142,-0.446822,-0.010982,0.000000
0.258900,0.315900,0.494100,0.439700,0.659900,1.041400,1.144200,1.304800,1.242500,1.154700,0.495901,-0.450664,0.024457,0.000000
0.240500,0.186800,0.351900,0.297500,0.680900,0.985000,1.085900,1.061000,1.111500,1.200600,0.562017,-0.501876,-0.023245,0.000000
0.240500,0.186800,0.351900,0.297500,0.680900,0.985000,1.085900,1.061000,1.111500,1.200600,0.562017,-0.501876,-0.023245,0.000000
0.239200,0.206400,0.361100,0.308700,0.692000,0.975200,1.070200,1.028900,1.066900,1.210400,0.538427,-0.480432,-0.018132,0.000000
0.230700,0.418800,0.722200,0.718900,1.095700,1.445000,1.517100,1.713700,1.599700,1.093100,0.408945,-0.407036,0.034406,0.000000
0.220200,0.401100,0.703200,0.683500,1.038100,1.395900,1.455500,1.687500,1.509900,1.065600,0.423450,-0.411720,0.055545,0.000000
0.220200,0.401100,0.703200,0.683500,1.038100,1.395900,1.455500,1.687500,1.509900,1.065600,0.423450,-0.411720,0.055545,0.000000
0.220200,0.401100,0.703200,0.683500,1.038100,1.395900,1.455500,1.687500,1.509900,1.065600,0.423450,-0.411720,0.055545,0.000000
0.237200,0.278500,0.441700,0.401700,0.736000,1.004700,1.096400,1.172400,1.184200,1.236000,0.489613,-0.452698,-0.005007,0.000000
0.241800,0.344700,0.569500,0.558400,1.029600,1.329000,1.430000,1.482400,1.566900,1.204500,0.452764,-0.444905,-0.027711,0.000000
0.241800,0.344700,0.569500,0.558400,1.029600,1.329000,1.430000,1.482400,1.566900,1.204500,0.452764,-0.444905,-0.027711,0.000000
0.241800,0.344700,0.569500,0.558400,1.029600,1.329000,1.430000,1.482400,1.566900,1.204500,0.452764,-0.444905,-0.027711,0.000000
0.241800,0.344700,0.569500,0.558400,1.029600,1.329000,1.430000,1.482400,1.566900,1.204500,0.452764,-0.444905,-0.027711,0.000000
0.245100,0.315200,0.556400,0.530200,0.915500,1.230700,1.299600,1.329000,1.354000,1.300200,0.429647,-0.409780,-0.009318,0.000000
0.246400,0.340800,0.622600,0.580000,0.928000,1.250400,1.323200,1.396600,1.354000,1.302800,0.413134,-0.383320,0.015488,0.000000
0.225400,0.369600,0.627800,0.608200,0.955500,1.284500,1.367700,1.581400,1.412900,1.172400,0.444465,-0.431649,0.056274,0.000000
0.225400,0.369600,0.627800,0.608200,0.955500,1.284500,1.367700,1.581400,1.412900,1.172400,0.444465,-0.431649,0.056274,0.000000
0.279800,0.270000,0.397100,0.374200,0.681600,1.133100,1.308100,1.354600,1.350700,1.315300,0.567099,-0.546612,0.001442,0.000000
0.178300,0.200500,0.390600,0.336200,0.606200,0.767400,0.840200,0.883400,0.825100,0.851300,0.448672,-0.386813,0.034124,0.000000
0.178300,0.200500,0.390600,0.336200,0.606200,0.767400,0.840200,0.883400,0.825100,0.851300,0.448672,-0.386813,0.034124,0.000000
0.233300,0.348000,0.550500,0.547200,0.975800,1.209100,1.286500,1.327700,1.382100,0.937200,0.416289,-0.413800,-0.020075,0.000000
0.195300,0.150100,0.288400,0.245800,0.658600,0.858500,0.877500,0.672400,0.865100,0.815300,0.464605,-0.399667,-0.125333,0.000000
0.177600,0.116700,0.244400,0.200500,0.551100,0.686200,0.724800,0.490200,0.677000,0.773300,0.419430,-0.334604,-0.160041,0.000000
0.177600,0.116700,0.244400,0.200500,0.551100,0.686200,0.724800,0.490200,0.677000,0.773300,0.419430,-0.334604,-0.160041,0.000000
0.177600,0.116700,0.244400,0.200500,0.551100,0.686200,0.724800,0.490200,0.677000,0.773300,0.419430,-0.334604,-0.160041,0.000000
0.190700,0.191400,0.304700,0.272000,0.455500,0.573400,0.600300,0.671700,0.574700,0.792300,0.423546,-0.375871,0.077824,0.000000
0.321800,0.272600,0.433200,0.385300,0.568200,0.923400,1.087200,1.135700,1.135100,1.196700,0.493360,-0.447766,2.6422407E-4,0.000000
0.293600,0.266700,0.419400,0.380800,0.570200,0.831600,0.957500,1.017800,0.994800,1.095100,0.455455,-0.416365,0.011428,0.000000
0.342700,0.256900,0.391900,0.363100,0.578000,0.876900,1.025600,1.072200,1.055100,1.177700,0.494043,-0.464654,0.008038,0.000000
0.299500,0.270000,0.407000,0.367000,0.565600,0.993500,1.156000,1.226200,1.211100,1.226200,0.539292,-0.501592,0.006195,0.000000
0.299500,0.270000,0.407000,0.367000,0.565600,0.993500,1.156000,1.226200,1.211100,1.226200,0.539292,-0.501592,0.006195,0.000000
0.199900,0.273900,0.426600,0.381400,0.746400,0.936500,1.004700,1.019700,1.047900,0.949600,0.455571,-0.410081,-0.013639,0.000000
0.199900,0.273900,0.426600,0.381400,0.746400,0.936500,1.004700,1.019700,1.047900,0.949600,0.455571,-0.410081,-0.013639,0.000000
0.220200,0.205100,0.312600,0.301500,0.447600,0.574100,0.587200,0.606200,0.593100,0.831600,0.335684,-0.319547,0.010923,0.000000
0.382100,0.456800,0.598300,0.574700,0.745800,1.014500,1.058400,0.952200,1.057100,1.293000,0.247233,-0.228249,-0.052207,0.000000
0.566200,0.325100,0.456800,0.451500,0.909000,1.340200,1.474500,1.392000,1.488300,1.735400,0.510171,-0.505842,-0.033434,0.000000
0.566200,0.325100,0.456800,0.451500,0.909000,1.340200,1.474500,1.392000,1.488300,1.735400,0.510171,-0.505842,-0.033434,0.000000
0.278500,0.319200,0.568200,0.534800,0.836200,1.158700,1.240600,1.310000,1.260900,1.386100,0.420208,-0.394953,0.019098,0.000000
0.268000,0.321100,0.578000,0.553100,0.859200,1.147500,1.230700,1.315300,1.238600,1.376900,0.407943,-0.389426,0.030032,0.000000
0.278500,0.319200,0.568200,0.534800,0.836200,1.158700,1.240600,1.310000,1.260900,1.386100,0.420208,-0.394953,0.019098,0.000000
0.278500,0.319200,0.568200,0.534800,0.836200,1.158700,1.240600,1.310000,1.260900,1.386100,0.420208,-0.394953,0.019098,0.000000
0.302800,0.284400,0.473800,0.429900,0.745100,1.075400,1.192700,1.185500,1.215700,1.402400,0.467748,-0.428916,-0.012577,0.000000
0.302800,0.284400,0.473800,0.429900,0.745100,1.075400,1.192700,1.185500,1.215700,1.402400,0.467748,-0.428916,-0.012577,0.000000
0.241200,0.405000,0.648100,0.667800,0.973900,1.196000,1.310700,1.551200,1.489000,1.161900,0.398107,-0.410631,0.020459,0.000000
0.339500,0.264800,0.388000,0.350600,0.573400,1.027600,1.161900,1.158000,1.218300,1.357200,0.535198,-0.498060,-0.025376,0.000000
0.394500,0.301500,0.433200,0.392600,0.632400,1.001400,1.163900,1.178300,1.225500,1.489600,0.500159,-0.462364,-0.019636,0.000000
0.397100,0.290300,0.414800,0.370300,0.583300,0.975200,1.152100,1.241200,1.236000,1.462700,0.540428,-0.499034,0.002099,0.000000
0.512500,0.254300,0.385300,0.338200,0.628500,1.029600,1.175000,1.234700,1.226800,1.580700,0.569966,-0.524321,0.003209,0.000000
0.287000,0.254300,0.399800,0.370300,0.600300,0.990900,1.050500,1.131800,1.125200,1.230100,0.506957,-0.477932,0.002924,0.000000
0.311300,0.254300,0.384700,0.358500,0.629800,0.994800,1.085300,1.075400,1.133800,1.319200,0.499965,-0.473050,-0.026435,0.000000
0.251000,0.330300,0.500000,0.481700,0.693400,0.996800,1.112800,1.321200,1.163900,1.079400,0.465639,-0.450912,0.063297,0.000000
0.281100,0.250300,0.380800,0.344700,0.620600,1.179000,1.352000,1.310000,1.438500,1.266100,0.583369,-0.549562,-0.046753,0.000000
0.205100,0.325700,0.526200,0.499400,0.637000,0.737300,0.750400,0.948900,0.749100,0.848000,0.310364,-0.286557,0.117668,0.000000
0.205100,0.325700,0.526200,0.499400,0.637000,0.737300,0.750400,0.948900,0.749100,0.848000,0.310364,-0.286557,0.117668,0.000000
0.203200,0.326400,0.549800,0.519700,0.875500,1.118700,1.200600,1.215700,1.257600,0.997400,0.401060,-0.377174,-0.016941,0.000000
0.211700,0.307400,0.465300,0.423400,0.747800,1.074800,1.116700,1.184900,1.147500,1.112100,0.473481,-0.436068,0.016035,0.000000
0.206400,0.305400,0.480400,0.454800,0.765400,1.045300,1.072800,1.201900,1.086600,1.051800,0.450957,-0.428877,0.050382,0.000000
0.219500,0.266700,0.412900,0.384700,0.660600,0.880800,0.934500,1.032800,0.916800,1.062300,0.457213,-0.428789,0.059499,0.000000
0.219500,0.266700,0.412900,0.384700,0.660600,0.880800,0.934500,1.032800,0.916800,1.062300,0.457213,-0.428789,0.059499,0.000000
0.234000,0.218200,0.331600,0.303400,0.576700,1.116100,1.300900,1.418800,1.420800,1.301500,0.647660,-0.621115,-0.000704,0.000000
0.268700,0.273300,0.428600,0.386700,0.607500,0.969300,1.044000,1.141000,1.120600,1.153400,0.493749,-0.453874,0.009020,0.000000
0.280500,0.195900,0.314600,0.268700,0.505300,0.897800,0.985000,1.056400,1.040700,1.184200,0.594446,-0.541065,0.007487,0.000000
0.230000,0.429300,0.643600,0.634400,0.863800,1.093800,1.190800,1.390000,1.296900,1.011200,0.373246,-0.367034,0.034650,0.000000
0.230000,0.429300,0.643600,0.634400,0.863800,1.093800,1.190800,1.390000,1.296900,1.011200,0.373246,-0.367034,0.034650,0.000000
0.230000,0.429300,0.643600,0.634400,0.863800,1.093800,1.190800,1.390000,1.296900,1.011200,0.373246,-0.367034,0.034650,0.000000
0.226800,0.316500,0.463300,0.434500,0.669100,0.883400,0.926700,1.043300,0.960700,1.040700,0.411964,-0.384973,0.041218,0.000000
0.226800,0.316500,0.463300,0.434500,0.669100,0.883400,0.926700,1.043300,0.960700,1.040700,0.411964,-0.384973,0.041218,0.000000
0.215000,0.365000,0.547200,0.547200,0.894600,1.053100,1.110800,1.182300,1.142300,0.891900,0.367216,-0.367216,0.017207,0.000000
0.219500,0.455500,0.657300,0.709700,0.988300,1.133100,1.206500,1.318600,1.277300,0.933200,0.300202,-0.334683,0.015910,0.000000
0.224100,0.403000,0.639600,0.668500,1.011900,1.165200,1.255700,1.284500,1.319900,0.924700,0.315412,-0.335170,-0.013592,0.000000
0.235300,0.432500,0.624500,0.608800,0.939800,1.141000,1.205200,1.429300,1.303500,0.884700,0.402581,-0.391859,0.046033,0.000000
0.230000,0.405700,0.601000,0.623900,0.909000,1.187500,1.291000,1.370300,1.412300,1.014500,0.374285,-0.390250,-0.015094,0.000000
0.254900,0.279200,0.435200,0.391200,0.657300,1.068200,1.189500,1.290400,1.293700,1.162600,0.534729,-0.495596,-0.001277,0.000000
0.254900,0.279200,0.435200,0.391200,0.657300,1.068200,1.189500,1.290400,1.293700,1.162600,0.534729,-0.495596,-0.001277,0.000000
0.226800,0.380100,0.645500,0.640900,0.928600,1.163900,1.253700,1.388700,1.369700,1.078100,0.368447,-0.365352,0.006888,0.000000
0.226800,0.380100,0.645500,0.640900,0.928600,1.163900,1.253700,1.388700,1.369700,1.078100,0.368447,-0.365352,0.006888,0.000000
0.230700,0.418800,0.722200,0.718900,1.095700,1.445000,1.517100,1.713700,1.599700,1.093100,0.408945,-0.407036,0.034406,0.000000
0.237200,0.278500,0.441700,0.401700,0.736000,1.004700,1.096400,1.172400,1.184200,1.236000,0.489613,-0.452698,-0.005007,0.000000
0.240500,0.289000,0.499400,0.474500,0.962700,1.297600,1.372300,1.350700,1.448300,1.256300,0.480057,-0.460137,-0.034870,0.000000
0.239200,0.339500,0.613400,0.580000,0.954800,1.303500,1.376200,1.487600,1.421500,1.251100,0.438963,-0.416088,0.022722,0.000000
0.232000,0.363100,0.616000,0.601000,0.998100,1.364400,1.430600,1.589200,1.479100,1.192700,0.451192,-0.441321,0.035883,0.000000
0.225400,0.369600,0.627800,0.608200,0.955500,1.284500,1.367700,1.581400,1.412900,1.172400,0.444465,-0.431649,0.056274,0.000000
0.232000,0.363100,0.616000,0.601000,0.998100,1.364400,1.430600,1.589200,1.479100,1.192700,0.451192,-0.441321,0.035883,0.000000
0.258200,0.272600,0.400400,0.377500,0.705800,1.104900,1.247800,1.268800,1.296300,1.232700,0.541396,-0.520249,-0.010721,0.000000
0.201800,0.231300,0.399800,0.350600,0.647500,0.873600,0.963400,1.004700,1.004700,0.962100,0.482624,-0.430687,0.000000,0.000000
0.201800,0.231300,0.399800,0.350600,0.647500,0.873600,0.963400,1.004700,1.004700,0.962100,0.482624,-0.430687,0.000000,0.000000
0.197300,0.288400,0.502000,0.435800,0.836900,1.081300,1.201300,1.279900,1.233400,0.995500,0.491986,-0.436557,0.018502,0.000000
0.234000,0.370900,0.610800,0.600300,0.991500,1.226800,1.311400,1.326400,1.430000,0.946300,0.376862,-0.369399,-0.037585,0.000000
0.321800,0.272600,0.433200,0.385300,0.568200,0.923400,1.087200,1.135700,1.135100,1.196700,0.493360,-0.447766,2.6422407E-4,0.000000
0.260200,0.275200,0.404400,0.379400,0.616700,1.003300,1.136400,1.175700,1.190100,1.171800,0.512057,-0.488134,-0.006087,0.000000
0.192700,0.382100,0.597000,0.562900,0.775300,0.952900,0.957500,1.169800,0.985000,0.838800,0.350263,-0.324202,0.085762,0.000000
0.192700,0.382100,0.597000,0.562900,0.775300,0.952900,0.957500,1.169800,0.985000,0.838800,0.350263,-0.324202,0.085762,0.000000
0.755600,1.199300,1.561000,1.810700,1.912300,2.087900,2.143000,2.284600,2.207900,1.967400,0.115718,-0.188163,0.017073,0.000000
0.317200,0.283100,0.432500,0.372900,0.574100,0.802100,0.909600,0.991500,0.929300,1.070800,0.453386,-0.392556,0.032382,0.000000
0.317200,0.283100,0.432500,0.372900,0.574100,0.802100,0.909600,0.991500,0.929300,1.070800,0.453386,-0.392556,0.032382,0.000000
0.344700,0.325100,0.496800,0.434500,0.628500,0.882100,0.962700,0.985600,0.992900,1.158000,0.388071,-0.329736,-0.003690,0.000000
0.326400,0.289000,0.489500,0.438400,0.724800,1.140300,1.257000,1.312000,1.319200,1.420800,0.499086,-0.456564,-0.002736,0.000000
0.326400,0.289000,0.489500,0.438400,0.724800,1.140300,1.257000,1.312000,1.319200,1.420800,0.499086,-0.456564,-0.002736,0.000000
0.242500,0.216900,0.366300,0.338200,0.686200,1.007900,1.052500,1.080000,1.111500,1.292400,0.523057,-0.493466,-0.014374,0.000000
0.243800,0.429900,0.670400,0.718900,0.997400,1.207200,1.329000,1.651500,1.490300,1.128500,0.393436,-0.422542,0.051308,0.000000
0.307400,0.279800,0.445000,0.393900,0.637000,0.975800,1.110800,1.137700,1.116100,1.370300,0.485636,-0.437670,0.009584,0.000000
0.307400,0.279800,0.445000,0.393900,0.637000,0.975800,1.110800,1.137700,1.116100,1.370300,0.485636,-0.437670,0.009584,0.000000
0.293600,0.304700,0.460700,0.426000,0.677000,0.988900,1.111500,1.143600,1.121300,1.376900,0.457187,-0.425669,0.009846,0.000000
0.293600,0.304700,0.460700,0.426000,0.677000,0.988900,1.111500,1.143600,1.121300,1.376900,0.457187,-0.425669,0.009846,0.000000
0.307400,0.279800,0.445000,0.393900,0.637000,0.975800,1.110800,1.137700,1.116100,1.370300,0.485636,-0.437670,0.009584,0.000000
0.275200,0.291000,0.442400,0.382100,0.642900,1.048600,1.177700,1.263500,1.252400,1.231400,0.535610,-0.481330,0.004412,0.000000
0.397100,0.290300,0.414800,0.370300,0.583300,0.975200,1.152100,1.241200,1.236000,1.462700,0.540428,-0.499034,0.002099,0.000000
0.512500,0.254300,0.385300,0.338200,0.628500,1.029600,1.175000,1.234700,1.226800,1.580700,0.569966,-0.524321,0.003209,0.000000
0.597700,0.616700,0.807400,0.872300,1.312700,1.538100,1.633800,1.504700,1.669200,1.757000,0.266050,-0.301587,-0.051829,0.000000
0.287000,0.254300,0.399800,0.370300,0.600300,0.990900,1.050500,1.131800,1.125200,1.230100,0.506957,-0.477932,0.002924,0.000000
